HIP,Fe,Li,Be,C,N,O,Na,Mg,Al,Si,P,S,K,Ca,CaII,Sc,ScII,Ti,TiII,V,VII,Cr,CrII,Mn,Co,Ni,Cu,Zn,Sr,SrII,Y,YII,Zr,ZrII,Mo,Ru,BaII,La,LaII,Ce,CeII,Pr,Nd,Sm,Eu,EuII,Gd,Dy,Hf,Pb
107152,0.02,-99.99,-99.99,-0.07,-99.99,-0.22,-0.05,-0.01,-0.05,0.01,-99.99,-99.99,-99.99,0.08,-99.99,0.01,-0.03,0.06,-0.05,0.06,-99.99,0.04,-0.34,-0.1,-0.02,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
107020,-0.23,-99.99,-99.99,0.13,-99.99,-0.09,-0.01,0.02,0.02,0.03,-99.99,-99.99,-99.99,0.09,-99.99,0.04,0.01,0.11,0.07,0.02,-99.99,0.03,-0.33,-0.18,-0.01,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
107649,0.01,-99.99,-99.99,0.03,-99.99,-0.22,-0.02,0.03,-0.02,0,-99.99,-99.99,-99.99,0.07,-99.99,0.06,0.04,0.09,0.09,-0.01,-99.99,0.02,-0.32,-0.2,-0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
107805,0.02,-99.99,-99.99,-0.1,-99.99,-0.73,-0.04,-0.01,-0.02,-0.01,-99.99,-99.99,-99.99,0.07,-99.99,0.02,-0.05,0.07,0,0.07,-99.99,0.04,-0.34,-0.11,-0.02,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
108158,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
108241,-0.07,-99.99,-99.99,0.22,-99.99,-0.18,-0.02,0.03,0.03,0.05,-99.99,-99.99,-99.99,0.12,-99.99,0.07,0.02,0.11,0.01,0.18,-99.99,0.05,-0.33,-0.14,0,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
108468,-0.08,-99.99,-99.99,0.12,-99.99,-0.09,0,0.03,0.03,0.02,-99.99,-99.99,-99.99,0.08,-99.99,0.04,0.05,0.08,0.09,-0.01,-99.99,0.02,-0.3,-0.16,-0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
109166,-0.15,-99.99,-99.99,0.24,-99.99,-0.46,0,0.02,0.08,0.02,-99.99,-99.99,-99.99,0.1,-99.99,0.14,-0.02,0.17,0.04,0.3,-99.99,0.04,-0.32,-0.12,0.07,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
109821,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
110109,-0.2,-99.99,-99.99,0.13,-99.99,-0.15,0.06,0.08,0.01,0.03,-99.99,-99.99,-99.99,0.1,-99.99,0.05,0.04,0.09,0.1,-0.02,-99.99,0.01,-0.29,-0.25,0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
110812,-0.1,-99.99,-99.99,0.24,-99.99,-0.16,-0.03,-99.99,0.04,0.02,-99.99,-99.99,-99.99,0.09,-99.99,0.1,-0.01,0.15,-0.02,0.27,-99.99,0.05,-0.33,-0.12,0.02,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
110843,0.28,-99.99,-99.99,0.09,-99.99,-0.2,0.09,0.03,0.06,0.02,-99.99,-99.99,-99.99,-0.03,-99.99,0.1,0.09,0.07,0.03,0.09,-99.99,0.02,-0.31,0,0.16,0.08,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
111274,-0.14,-99.99,-99.99,0.28,-99.99,0.06,0.12,0.24,0.22,0.14,-99.99,-99.99,-99.99,0.16,-99.99,0.18,0.19,0.24,0.26,0.12,-99.99,0.03,-0.3,-0.25,0.13,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
111349,0.02,-99.99,-99.99,0.13,-99.99,-0.18,0.06,0.02,0.04,0.02,-99.99,-99.99,-99.99,0.02,-99.99,0.08,0.05,0.1,0.03,0.1,-99.99,0.02,-0.3,-0.1,0.08,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
111978,0.19,-99.99,-99.99,0.04,-99.99,-0.26,0.01,0.03,0.07,0.02,-99.99,-99.99,-99.99,0,-99.99,0.11,0.07,0.11,-0.01,0.19,-99.99,0.04,-0.36,0.02,0.16,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
112414,-0.08,-99.99,-99.99,0.13,-99.99,-0.25,0.02,0.07,0.04,0.04,-99.99,-99.99,-99.99,0.08,-99.99,0.05,0.07,0.08,0.11,-0.02,-99.99,0.01,-0.31,-0.2,0,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
113231,-0.37,-99.99,-99.99,0.14,-99.99,-0.09,0.02,0.12,0.1,0.07,-99.99,-99.99,-99.99,0.11,-99.99,0.09,0.08,0.15,0.15,0.04,-99.99,0.03,-0.25,-0.24,0.04,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
114699,-0.12,-99.99,-99.99,0.12,-99.99,-0.06,-0.02,0.13,0.18,0.06,-99.99,-99.99,-99.99,0.11,-99.99,0.09,0.14,0.18,0.17,0.17,-99.99,0.03,-0.31,-0.14,0.1,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
114790,-0.39,-99.99,-99.99,0.18,-99.99,-0.18,0.05,0.1,0.06,0.06,-99.99,-99.99,-99.99,0.1,-99.99,0.07,0.03,0.14,0.09,0.05,-99.99,0.03,-0.26,-0.2,0.03,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
115381,-0.09,-99.99,-99.99,0.33,-99.99,-0.09,0.04,0.14,0.27,0.08,-99.99,-99.99,-99.99,0.08,-99.99,0.29,0.14,0.33,0.15,0.49,-99.99,0.04,-0.34,-0.1,0.19,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
115547,-0.2,-99.99,-99.99,0.15,-99.99,-0.09,0.02,-99.99,0.12,0.06,-99.99,-99.99,-99.99,0.08,-99.99,0.19,0.1,0.12,0.15,0.04,-99.99,0,-0.3,-0.3,-0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
115577,0.02,-99.99,-99.99,0.22,-99.99,-0.03,0.07,0.15,0.16,0.06,-99.99,-99.99,-99.99,0.08,-99.99,0.13,0.14,0.17,0.15,0.1,-99.99,0.02,-0.32,-0.16,0.1,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
115951,0.09,-99.99,-99.99,0.13,-99.99,-0.21,0.09,0.06,0.03,0.04,-99.99,-99.99,-99.99,0.06,-99.99,0.06,0.09,0.06,0.1,-0.01,-99.99,0.02,-0.34,-0.1,0.05,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
116106,-0.19,-99.99,-99.99,0.03,-99.99,0,-0.04,0.06,-0.03,0.02,-99.99,-99.99,-99.99,0.14,-99.99,0.1,0.08,0.16,0.14,0.01,-99.99,-0.01,-0.32,-0.33,0.01,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
116250,0.34,-99.99,-99.99,0.05,-99.99,-0.26,0.18,0.08,0.11,0.05,-99.99,-99.99,-99.99,0.03,-99.99,0.14,0.17,0.09,0.1,0.1,-99.99,0.01,-0.36,-0.04,0.17,0.11,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
116763,-0.19,-99.99,-99.99,0.1,-99.99,-0.13,0.01,0.04,0.08,0.05,-99.99,-99.99,-99.99,0.08,-99.99,0.11,0,0.18,0.05,0.22,-99.99,0.05,-0.33,-0.11,0.05,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
116819,-0.11,-99.99,-99.99,-0.04,-99.99,-0.2,-0.05,0.06,0.06,0.02,-99.99,-99.99,-99.99,0.11,-99.99,0.07,0.03,0.16,0.09,0.12,-99.99,0.04,-0.32,-0.12,0.02,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
116937,0.02,-99.99,-99.99,0.08,-99.99,-0.2,0.03,0.02,0.01,0.02,-99.99,-99.99,-99.99,0.05,-99.99,0.04,0,0.08,0.02,0.05,-99.99,0.04,-0.31,-0.09,0.03,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
117066,0.06,-99.99,-99.99,0.06,-99.99,-0.22,0,0.02,-0.04,-0.01,-99.99,-99.99,-99.99,0.05,-99.99,0.04,0.01,0.05,0.03,-0.02,-99.99,0.03,-0.31,-0.13,-0.01,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
117320,0.13,-99.99,-99.99,0.1,-99.99,-0.15,0.05,0.05,0.03,0.01,-99.99,-99.99,-99.99,0.03,-99.99,0.07,0.1,0.05,0.09,0.01,-99.99,0.01,-0.33,-0.11,0.05,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
117404,-0.4,-99.99,-99.99,0.22,-99.99,-0.09,0.03,0.08,0.08,0.05,-99.99,-99.99,-99.99,0.1,-99.99,0.05,0.01,0.16,0.09,0.09,-99.99,0.03,-0.28,-0.18,0.02,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
118123,-0.37,-99.99,-99.99,0.08,-99.99,-0.1,0.02,0.09,0.01,0.03,-99.99,-99.99,-99.99,0.12,-99.99,0.12,0.04,0.13,0.12,0,-99.99,0.02,-0.28,-0.27,-0.01,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
118278,-0.19,-99.99,-99.99,0.12,-99.99,-0.12,0.03,0.11,0.11,0.05,-99.99,-99.99,-99.99,0.07,-99.99,0.07,0.03,0.15,0.07,0.1,-99.99,0.04,-0.3,-0.12,0.04,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
57,-0.02,-99.99,-99.99,0.21,-99.99,-0.12,0.01,0.01,0.04,0.06,-99.99,-99.99,-99.99,0.11,-99.99,0.1,-0.04,0.14,0.03,0.23,-99.99,0.07,-0.32,-0.14,0.03,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
21539,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
26542,-0.53,-99.99,-99.99,-99.99,-99.99,-99.99,0.13,0.01,0.22,0,-99.99,-99.99,-99.99,0.18,-99.99,0.53,0.01,0.44,0.09,0.6,-99.99,0.14,-0.37,-0.19,0.15,0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
98764,-0.27,-99.99,-99.99,-99.99,-99.99,-99.99,0.18,0.11,0.08,-0.02,-99.99,-99.99,-99.99,0.15,-99.99,0.23,0.07,0.28,0.02,0.46,-99.99,0.07,-0.35,-0.15,0.06,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
436,-0.65,-99.99,-99.99,-99.99,-99.99,-99.99,0.12,0.12,0.25,0.05,-99.99,-99.99,-99.99,0.24,-99.99,0.65,0.12,0.46,0.05,0.71,-99.99,0.12,-0.35,-0.23,0.22,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
934,-0.28,-99.99,-99.99,-99.99,-99.99,-99.99,-0.05,-0.02,0.03,0.04,-99.99,-99.99,-99.99,0.09,-99.99,0.02,-0.05,0.15,0.03,0.19,-99.99,0.03,-0.27,-0.13,-0.03,-0.04,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
1936,-0.34,-99.99,-99.99,-99.99,-99.99,-99.99,0.04,0.07,0.13,0.03,-99.99,-99.99,-99.99,0.08,-99.99,0.3,0.04,0.33,0.05,0.49,-99.99,0.1,-0.34,-0.17,0.1,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
3479,-0.27,-99.99,-99.99,-99.99,-99.99,-99.99,0.03,0.11,0.1,0.05,-99.99,-99.99,-99.99,0.06,-99.99,0.07,0.08,0.13,0.11,0.03,-99.99,0.01,-0.3,-0.2,0.04,0,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
5224,-0.25,-99.99,-99.99,-99.99,-99.99,-99.99,0.01,0.06,0.1,0.02,-99.99,-99.99,-99.99,0.08,-99.99,0.25,0.02,0.28,0.02,0.44,-99.99,0.07,-0.35,-0.16,0.08,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
6390,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,0.03,0.05,0.13,0.06,-99.99,-99.99,-99.99,-0.01,-99.99,0.32,0.04,0.24,0.01,0.44,-99.99,0.04,-0.32,-0.12,0.17,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
7018,-0.52,-99.99,-99.99,-99.99,-99.99,-99.99,0.06,0.1,0.15,0.06,-99.99,-99.99,-99.99,0.12,-99.99,0.21,0.04,0.31,0.06,0.4,-99.99,0.06,-0.31,-0.19,0.12,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
8881,-0.2,-99.99,-99.99,-99.99,-99.99,-99.99,-0.06,0.08,0.17,0.03,-99.99,-99.99,-99.99,0.11,-99.99,0.27,0.07,0.24,0.08,0.44,-99.99,0.03,-0.34,-0.19,0.11,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
9553,0.11,-99.99,-99.99,-99.99,-99.99,-99.99,0.05,0.05,0.15,0.06,-99.99,-99.99,-99.99,-0.01,-99.99,0.4,0.06,0.21,0,0.52,-99.99,0,-0.29,-0.09,0.22,0.1,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10416,-0.05,-99.99,-99.99,-99.99,-99.99,-99.99,0,-0.03,0.14,0.03,-99.99,-99.99,-99.99,0.11,-99.99,0.39,-0.05,0.23,-0.02,0.48,-99.99,0.05,-0.37,-0.12,0.13,0.06,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10301,-0.19,-99.99,-99.99,-99.99,-99.99,-99.99,0.05,0.08,0.12,0.07,-99.99,-99.99,-99.99,0.04,-99.99,0.17,0,0.17,0.04,0.34,-99.99,0.04,-0.33,-0.1,0.09,0.03,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
11000,-0.02,-99.99,-99.99,-99.99,-99.99,-99.99,0.05,0.02,0.21,0.06,-99.99,-99.99,-99.99,0.12,-99.99,0.54,0.01,0.36,-0.02,0.58,-99.99,0.05,-0.38,-0.11,0.18,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10977,-0.16,-99.99,-99.99,-99.99,-99.99,-99.99,-0.03,0.05,0.08,0.02,-99.99,-99.99,-99.99,0.09,-99.99,0.18,-0.02,0.21,0.03,0.38,-99.99,0.06,-0.3,-0.14,0.07,0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
10989,-0.12,-99.99,-99.99,-99.99,-99.99,-99.99,-0.06,0.01,0.05,0.03,-99.99,-99.99,-99.99,0.04,-99.99,0.16,0,0.19,-0.01,0.41,-99.99,0.03,-0.32,-0.14,0.07,0.02,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
12110,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,0.07,-0.04,0.13,0.05,-99.99,-99.99,-99.99,0.06,-99.99,0.41,-0.02,0.24,-0.03,0.49,-99.99,0.03,-0.36,-0.14,0.15,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
13388,-0.44,-99.99,-99.99,-99.99,-99.99,-99.99,0.15,0.3,0.35,0.21,-99.99,-99.99,-99.99,0.19,-99.99,0.32,0.17,0.42,0.22,0.49,-99.99,0.07,-0.27,-0.2,0.22,0.07,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
16069,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,0.1,-0.02,0.29,-0.02,-99.99,-99.99,-99.99,0.13,-99.99,0.67,-0.03,0.38,0.05,0.62,-99.99,0.08,-0.47,-0.11,0.2,0.05,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
16365,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
16693,-0.21,-99.99,-99.99,-99.99,-99.99,-99.99,-0.05,0,0.18,0.04,-99.99,-99.99,-99.99,0.08,-99.99,0.14,-0.06,0.16,0.03,0.26,-99.99,0.04,-0.29,-0.14,0.03,-0.01,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
17147,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99,-99.99
